ID,DATE,TIME,SECCHI,.SAMPLES,STATION,NET_DIA,TEMP,ROT_1C1,ROT_1C2,ROT_1C3,ROT_1AVe,ROT_1,ACOP_1C1,ACOP_1C2,ACOP_1C3,ACOP_1AVE,ACOP_1,NCOP_1C1,NCOP_1C2,NCOP_1C3,NCOP_1AVE,NCOP_1,CLAD_1C1,CLAD_1C2,CLAD_1C3,CLAD_1AVE,CLAD_1,BOS_1C1,BOS_1C2,BOS_1C3,BOS_1AVE,BOS_1,OTH_1C1,OTH_1C2,OTH_1C3,OTH_1AVE,OTH_1,TOT_1,DEPTH_1,CELL_VOL1,ROT_2C1,ROT_2C2,ROT_2C3,ROT_2AVE,ROT_2,ACOP_2C1,ACOP_2C2,ACOP_2C3,ACOP_2AVE,ACOP_2,NCOP_2C1,NCOP_2C2,NCOP_2C3,NCOP_2AVE,NCOP_2,CLAD_2C1,CLAD_2C2,CLAD_2C3,CLAD_2AVE,CLAD_2,BOS_2C1,BOS_2C2,BOS_2C3,BOS_2AVE,BOS_2,OTH_2C1,OTH_2C2,OTH_2C3,OTH_2AVE,OTH_2,TOT_2,DEPTH_2,CELL_VOL2,TOT_AVE,ROT_AVE,ACOP_AVE,NCOP_AVE,CLAD_AVE,BOS_AVE,OTH_AVE,comments
11,4/19/2001,1/0/1900,8.199999809,2,pb_ow,0.031399999,56,59,42,31,44,7006.369427,50,39,32,40.33333206,6422.505178,168,208,130,168.6666718,26857.75154,5,8,6,6.333333492,1008.492634,,,,,0,0,,,,0,41295.11878,40,200,39,74,85,66,10509.55414,55,49,47,50.33333206,8014.861793,227,182,193,200.6666718,31953.29168,5,11,6,7.333333492,1167.728263,0,0,0,0,0,0,2,0,0.666666687,106.1571178,51751.59299,40,200,46523.35589,8757.961783,7218.683486,29405.52161,1088.110448,0,53.07855892,
12,4/19/2001,1/0/1900,7,2,ww_ow,0.031399999,55,38,29,25,30.66666603,7234.410247,37,47,52,45.33333206,10694.34538,108,84,105,99,23354.56476,5,5,7,5.666666508,1336.793173,0,0,0,0,0,0,0,0,0,0,42620.11356,27,200,24,28,44,32,7028.332967,49,43,54,48.66666794,10688.92333,96,97,160,117.6666641,25843.76546,11,8,4,7.666666508,1683.871405,0,0,0,0,0,0,0,0,0,0,45244.89316,29,200,43932.50336,7131.371607,10691.63436,24599.16511,1510.332289,0,0,
13,5/1/2001,1/0/1900,1.200000048,2,wc_is,0.031399999,66,12,11,9,10.66666698,14558.68972,2,0,0,0.666666687,909.9181074,5,5,13,7.666666508,10464.05823,0,0,0,0,0,15,14,20,16.33333397,22292.99363,0,0,0,0,0,48225.65969,3.5,150,7,10,9,8.666666985,13800.42513,0,1,3,1.333333373,2123.142314,7,6,1,4.666666508,7430.997624,0,0,0,0,0,9,8,14,10.33333302,16454.35194,0,0,0,0,0,39808.91701,3,150,44017.28835,14179.55743,1516.530211,8947.527929,0,19373.67278,0,
14,5/1/2001,1/0/1900,0.5,2,nc_is,0.031399999,70,453,422,310,395,628980.8917,1,0,0,0.333333343,530.7856031,76,65,49,63.33333206,100849.2517,0,11,4,5,7961.783439,0,0,0,0,0,9,25,11,15,23885.35032,762208.0628,2,100,269,260,243,257.3333435,512208.0882,1,0,0,0.333333343,663.4819731,60,57,93,70,139331.2102,0,0,0,0,0,1,3,0,1.333333373,2653.927892,15,12,8,11.66666698,29856.6879,684713.3961,2,125,723460.7295,570594.49,597.1337881,120090.231,3980.89172,1326.963946,26871.01911,
15,5/1/2001,1/0/1900,11,2,pb_ow,0.031399999,64,197,159,207,187.6666718,22412.42038,23,26,18,22.33333397,2667.197452,207,226,236,223,26632.16561,10,14,11,11.66666698,1393.312102,4,3,6,4.333333492,517.5159236,0,0,0,0,0,53622.61146,40,150,117,115,137,123,14689.49045,24,23,14,20.33333397,2428.344025,164,179,161,168,20063.69427,5,9,10,8,955.4140127,5,3,8,5.333333492,636.9426941,0,0,0,0,0,38773.88545,40,150,46198.24846,18550.95541,2547.770739,23347.92994,1174.363057,577.2293089,0,
16,5/1/2001,1/0/1900,11.60000038,2,nc_ow,0.031399999,64,157,137,151,148.3333282,17714.96815,26,28,28,27.33333397,3264.33121,205,180,186,190.3333282,22730.89172,10,7,4,7,835.9872611,4,4,3,3.666666746,437.8980892,0,0,0,0,0,44984.07643,40,150,163,130,160,151,18033.43949,29,40,33,34,4060.509554,232,213,225,223.3333282,26671.97391,11,8,3,7.333333492,875.7961973,6,5,3,4.666666508,557.3248218,0,0,0,0,0,50199.04398,40,150,47591.56021,17874.20382,3662.420382,24701.43282,855.8917292,497.6114555,0,
17,5/1/2001,1/0/1900,1.5,2,ww_is,0.031399999,59,6,4,4,4.666666508,11146.49682,1,1,2,1.333333373,3184.713376,6,1,5,4,9554.140127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23885.35032,2,150,10,9,8,9,21496.81529,1,0,5,2,4777.070064,7,8,9,8,19108.28025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45382.16561,2,150,34633.75796,16321.65605,3980.89172,14331.21019,0,0,0,
18,5/1/2001,1/0/1900,10.39999962,2,ww_ow,0.031399999,61,55,44,47,48.66666794,11922.26113,27,13,33,24.33333397,5961.130564,139,78,111,109.3333359,26784.25768,29,33,19,27,6614.404704,0,0,9,3,734.933856,0,0,0,0,0,52016.98793,26,200,47,60,37,48,11758.9417,22,25,16,21,5144.536992,87,107,109,101,24742.77315,24,16,29,23,5634.492896,17,8,5,10,2449.77952,0,0,0,0,0,49730.52425,26,200,50873.75609,11840.60141,5552.833778,25763.51541,6124.4488,1592.356688,0,
19,5/10/2001,1/0/1900,9.100000381,2,pb_ow,0.031399999,68,298,393,331,340.6666565,40684.71338,117,124,122,121,14450.63694,164,134,487,261.6666565,31250,24,13,30,22.33333397,2667.197452,0,0,0,0,0,0,0,0,0,0,89052.54777,40,150,303,301,315,306.3333435,42681.79547,114,105,120,113,15744.42675,150,195,195,180,25079.61783,14,20,17,17,2368.630573,0,0,0,0,0,0,0,0,0,0,85874.47063,40,175,87463.5092,41683.25442,15097.53185,28164.80892,2517.914013,0,0,
20,5/10/2001,1/0/1900,999,2,ww_is,0.031399999,60,6,3,5,4.666666508,12384.99603,1,1,2,1.333333373,3538.570526,0,1,1,0.666666687,1769.285263,0,0,0,0,0,1,3,2,2,5307.855626,0,0,0,0,0,23000.70744,1.5,125,6,5,5,5.333333492,14154.28209,2,1,1,1.333333373,3538.570523,0,0,0,0,0,0,0,0,0,0,0,1,0,0.333333343,884.6426308,0,0,0,0,0,18577.49525,1.5,125,20789.10134,13269.63906,3538.570524,884.6426314,0,3096.249129,0,
21,5/10/2001,1/0/1900,10.39999962,2,nc_ow,0.031399999,66,152,165,204,173.6666718,27653.92989,116,113,94,107.6666641,17144.37264,169,180,135,161.3333282,25690.02071,68,48,47,54.33333206,8651.804153,0,0,0,0,0,0,0,0,0,0,79140.12739,40,200,160,269,170,199.6666718,27819.79901,124,123,117,121.3333359,16905.52052,148,223,148,173,24104.29936,28,55,28,37,5155.254777,0,0,0,0,0,0,0,0,0,0,73984.87367,40,175,76562.50053,27736.86445,17024.94658,24897.16004,6903.529465,0,0,
22,5/10/2001,1/0/1900,10.10000038,2,ww_ow,0.031399999,64,80,81,66,75.66666412,13387.59113,80,86,63,76.33333588,13505.54405,126,110,105,113.6666641,20110.87405,50,66,44,53.33333206,9436.187204,0,0,0,0,0,0,0,0,0,0,56440.19643,36,200,67,67,78,70.66666412,11252.65352,81,106,107,98,15605.09554,113,120,144,125.6666641,20010.61531,56,62,56,58,9235.66879,0,0,0,0,0,0,0,0,0,0,56104.03316,35,175,56272.1148,12320.12232,14555.31979,20060.74468,9335.927997,0,0,
23,5/10/2001,1/0/1900,0.600000024,2,nc_is,0.031399999,74,844,521,691,685.333313,1091295.084,2,1,3,2,3184.713376,67,44,61,57.33333206,91295.1147,0,0,0,0,0,2,0,0,0.666666687,1061.571158,0,0,0,0,0,1186836.483,2.5,125,588,699,599,628.666687,800849.2828,3,4,2,3,3821.656051,49,52,46,49,62420.38217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867091.321,2.5,100,1026963.902,946072.1832,3503.184713,76857.74843,0,530.7855788,0,
24,5/10/2001,1/0/1900,1.200000048,2,wc_is,0.031399999,37,14,15,20,16.33333397,213.1843738,2,2,1,1.666666627,21.75350613,9,8,10,9,117.468936,0,0,0,0,0,40,33,35,36,469.875744,0,0,0,0,0,822.2825599,305,125,17,11,20,16,21838.03458,5,1,2,2.666666746,3639.672538,9,7,9,8.333333015,11373.97591,0,0,0,0,0,20,5,13,12.66666698,17288.44447,0,0,0,0,0,54140.1275,3.5,150,27481.20503,11025.60948,1830.713022,5745.722422,0,8879.160109,0,
25,5/16/2001,1/0/1900,0.300000012,2,nc_is,0.031399999,73,34,37,55,42,107006.3694,34,40,17,30.33333397,77282.38207,35,17,34,28.66666603,73036.08927,7,2,2,3.666666746,9341.826421,64,41,28,44.33333206,112951.1594,0,0,0,0,0,379617.8266,2.5,200,179,138,166,161,410191.0828,41,49,45,45,114649.6815,60,53,41,51.33333206,130785.5594,1,2,1,1.333333373,3397.027702,78,44,72,64.66666412,164755.8322,0,0,0,0,0,823779.1836,2.5,200,601698.5051,258598.7261,95966.0318,101910.8243,6369.427061,138853.4958,0,
26,5/16/2001,1/0/1900,10.10000038,2,nc_ow,0.031399999,71,223,251,245,239.6666718,38163.48403,96,98,118,104,16560.50955,223,202,212,212.3333282,33811.03827,24,18,24,22,3503.184713,1,0,1,0.666666687,106.1571206,0,0,0,0,0,92144.37368,40,200,186,194,190,190,30254.77707,90,100,80,90,14331.21019,161,179,151,163.6666718,26061.57194,18,22,16,18.66666603,2972.39905,1,1,0,0.666666687,106.1571157,0,0,0,0,0,73726.11536,40,200,82935.24452,34209.13055,15445.85987,29936.3051,3237.791881,106.1571182,0,
27,5/16/2001,1/0/1900,10.10000038,2,ww_ow,0.031399999,68,72,80,73,75,17692.85209,67,62,78,69,16277.42392,148,157,130,145,34206.1807,81,71,59,70.33333588,16591.9639,0,0,0,0,0,0,0,0,0,0,84768.42061,27,200,77,60,88,75,19108.28025,65,75,51,63.66666794,16220.80712,154,142,149,148.3333282,37791.93076,74,69,60,67.66666412,17239.91443,0,0,0,0,0,0,0,0,0,0,90360.93256,25,200,87564.67659,18400.56617,16249.11552,35999.05573,16915.93916,0,0,
28,5/16/2001,1/0/1900,12.19999981,2,pb_ow,0.031399999,64,115,133,135,127.6666641,20329.08601,135,117,131,127.6666641,20329.08601,181,203,199,194.3333282,30944.79623,25,16,30,23.66666603,3768.577236,0,0,1,0.333333343,53.07856031,0,0,0,0,0,75424.62405,40,200,134,121,104,119.6666641,19055.20129,74,97,130,100.3333359,15976.64584,164,136,193,164.3333282,26167.72743,14,13,23,16.66666603,2653.927712,0,0,0,0,0,0,0,1,0.333333343,0,63853.50227,40,200,69639.06316,19692.14365,18152.86593,28556.26183,3211.252474,26.53928016,0,
29,5/16/2001,1/0/1900,1.399999976,2,wc_is,0.031399999,68,23,24,16,21,39012.73885,4,8,9,7,13004.24628,3,2,2,2.333333254,4334.748546,1,0,0,0.333333343,619.2498501,19,28,28,25,46443.73673,0,0,0,0,0,103414.7203,3,175,25,24,24,24.33333397,67807.8574,5,12,9,8.666666985,24150.74399,4,4,6,4.666666508,13004.24584,0,0,0,0,0,7,1,16,8,22292.99363,0,0,0,0,0,127255.8409,2,175,115335.2806,53410.29813,18577.49514,8669.497194,309.624925,34368.36518,0,
30,5/16/2001,1/0/1900,0.800000012,2,ww_is,0.031399999,61,6,6,5,5.666666508,12031.13856,21,17,12,16.66666603,35385.70331,12,8,21,13.66666698,29016.27915,10,6,8,8,16985.138,2,0,1,1,2123.142251,0,0,0,0,0,95541.40127,3,200,6,7,5,6,19108.28025,17,19,14,16.66666603,53078.55424,11,15,7,11,35031.84713,6,7,3,5.333333492,16985.13851,10,5,9,8,25477.70701,0,0,0,0,0,149681.5271,2,200,122611.4642,15569.70941,44232.12878,32024.06314,16985.13826,13800.42463,0,
31,5/23/2001,1/0/1900,1.700000048,2,wc_is,0.031399999,71,61,32,48,47,87314.22505,1,0,1,0.666666687,1238.4997,15,10,18,14.33333302,26627.74153,0,0,0,0,0,87,70,85,80.66666412,149858.4503,0,0,0,0,0,265038.9166,3,175,58,48,47,51,94745.22293,0,0,0,0,0,16,14,14,14.66666698,27246.99281,0,0,0,0,0,136,96,122,118,219214.4374,0,0,0,0,0,341206.6531,3,175,303122.7848,91029.72399,619.2498501,26937.36717,0,184536.4438,0,
32,5/23/2001,1/0/1900,0.600000024,2,ww_is,0.031399999,64,20,16,14,16.66666603,53078.55497,0,0,0,0,0,2,6,5,4.333333492,13800.42495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66878.97992,1,100,16,13,14,14.33333302,45647.55737,0,1,0,0.333333343,1061.571157,4,2,4,3.333333254,10615.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57324.83953,1,100,62101.90973,49363.05617,530.7855785,12208.06798,0,0,0,
33,5/23/2001,1/0/1900,0.600000024,2,nc_is,0.031399999,77,175,227,211,204.3333282,289219.137,34,47,61,47.33333206,66996.92863,32,55,53,46.66666794,66053.31907,2,2,0,1.333333373,1887.2377,29,36,38,34.33333206,48596.36592,0,0,0,0,0,472752.9883,4.5,200,161,226,165,184,260438.7827,38,88,36,54,76433.12102,43,24,41,36,50955.41401,0,0,0,0,0,13,15,21,16.33333397,23118.66096,0,0,0,0,0,410945.9787,4.5,200,441849.4835,274828.9599,71715.02483,58504.36654,943.61885,35857.51344,0,
34,5/23/2001,1/0/1900,12.19999981,2,nc_ow,0.031399999,71,531,352,415,432.6666565,60283.9682,255,260,202,239,33300.15924,480,345,400,408.3333435,56893.57957,59,56,53,56,7802.547771,0,0,0,0,0,0,0,0,0,0,158280.2548,40,175,213,71,141,141.6666718,22558.38722,176,130,128,144.6666718,23036.09423,237,250,178,221.6666718,35297.24072,30,37,29,32,5095.541401,4,2,2,2.666666746,424.6284628,0,0,0,0,0,86411.89204,40,200,122346.0734,41421.17771,28168.12673,46095.41015,6449.044586,212.3142314,0,
35,5/23/2001,1/0/1900,9.100000381,2,pb_ow,0.031399999,70,175,86,227,162.6666718,22664.54456,156,167,142,155,21596.33758,265,319,268,284,39570.06369,37,38,43,39.33333206,5480.360675,0,1,2,1,139.3312102,0,0,0,0,0,89450.63772,40,175,33,267,175,158.3333282,22060.77424,169,118,135,140.6666718,19599.25761,380,218,219,272.3333435,37944.53433,48,37,40,41.66666794,5805.467268,0,2,0,0.666666687,92.88747623,0,0,0,0,0,85502.92092,40,175,87476.77932,22362.6594,20597.79759,38757.29901,5642.913972,116.1093432,0,
36,5/23/2001,1/0/1900,12.19999981,2,ww_ow,0.031399999,70,10,72,94,58.66666794,13839.74285,67,80,89,78.66666412,18557.83558,112,168,172,150.6666718,35542.97474,64,73,77,71.33333588,16827.86859,0,1,2,1,235.9046945,0,0,0,0,0,85004.32646,27,200,196,22,265,161,35981.67393,72,84,165,107,23913.2864,184,120,154,152.6666718,34119.26958,60,62,65,62.33333206,13930.79273,0,0,0,0,0,0,0,0,0,0,107945.0226,28.5,200,96474.67455,24910.70839,21235.56099,34831.12216,15379.33066,117.9523473,0,
37,6/6/2001,1/0/1900,1.799999952,2,wc_is,0.031399999,71,17,13,18,16,25477.70701,38,11,22,23.66666603,37685.77236,20,6,4,10,15923.56688,0,0,0,0,0,253,202,181,212,337579.6178,0,0,0,0,0,416666.6641,4,200,5,8,12,8.333333015,13269.63856,22,11,0,11,17515.92357,9,7,5,7,11146.49682,0,0,0,0,0,101,104,121,108.6666641,173036.0894,0,0,0,0,0,214968.1483,4,200,315817.4062,19373.67278,27600.84796,13535.03185,0,255307.8536,0,
38,6/6/2001,1/0/1900,999,2,ww_is,0.031399999,62,3,0,7,3.333333254,15923.56688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1.333333373,6369.426752,0,0,0,0,0,22292.99363,1,150,6,2,4,4,12738.8535,0,0,0,0,0,1,1,0,0.666666687,2123.142314,0,0,0,0,0,1,2,0,1,3184.713376,0,0,0,0,0,18046.70919,1.5,150,20169.85141,14331.21019,0,1061.571157,0,4777.070064,0,
39,6/6/2001,1/0/1900,7.300000191,2,pb_ow,0.031399999,71,46,68,61,58.33333206,9288.746828,95,110,105,103.3333359,16454.35348,144,202,186,177.3333282,28237.78986,51,54,55,53.33333206,8492.568484,3,2,2,2.333333254,371.5498857,0,0,0,0,0,62845.00853,40,200,76,50,95,73.66666412,11730.36053,135,117,111,121,19267.51592,278,188,232,232.6666718,37048.83308,51,75,47,57.66666794,9182.590436,0,1,2,1,159.2356688,0,0,0,0,0,77388.53564,40,200,70116.77209,10509.55368,17860.9347,32643.31147,8837.57946,265.3927773,0,
40,6/6/2001,1/0/1900,10.69999981,2,nc_ow,0.031399999,72,108,83,68,86.33333588,13747.34711,155,94,120,123,19585.98726,293,207,223,241,38375.79618,69,72,89,76.66666412,12208.06768,4,2,3,3,477.7070064,0,0,0,0,0,84394.90524,40,200,100,58,102,86.66666412,13800.42422,120,108,219,149,23726.11465,135,204,270,203,32324.84076,70,50,65,61.66666794,9819.533111,2,5,4,3.666666746,583.8641316,0,0,0,0,0,80254.77688,40,200,82324.84106,13773.88567,21656.05096,35350.31847,11013.8004,530.785569,0,
41,6/6/2001,1/0/1900,7,2,ww_ow,0.031399999,69,70,52,66,62.66666794,16631.28096,69,51,80,66.66666412,17692.85094,151,162,188,167,44320.59448,20,23,33,25.33333397,6723.283793,0,0,0,0,0,0,0,0,0,0,85368.01017,27,225,78,93,71,80.66666412,17717.25546,71,37,53,53.66666794,11787.10036,238,200,171,203,44585.98726,37,24,19,26.66666603,5856.944,2,0,1,1,219.6354052,0,0,0,0,0,80166.92249,29,200,82767.46633,17174.26821,14739.97565,44453.29087,6290.113897,109.8177026,0,
42,6/6/2001,1/0/1900,0.899999976,2,nc_is,0.031399999,80,413,480,392,428.3333435,545647.5916,1,3,0,1.333333373,1698.51393,39,25,25,29.66666603,37791.92999,1,3,0,1.333333373,1698.51393,7,2,2,3.666666746,4670.91321,0,0,0,0,0,591507.4626,5,200,309,565,39,304.3333435,387685.7879,16,4,3,7.666666508,9766.45415,22,47,36,35,44585.98726,1,0,2,1,1273.88535,12,11,3,8.666666985,11040.34011,0,0,0,0,0,454352.4548,5,200,522929.9587,466666.6897,5732.48404,41188.95862,1486.19964,7855.626659,0,
43,6/13/2001,1/0/1900,0.899999976,2,ww_is,0.031399999,59,34,50,21,35,130042.4628,46,7,6,19.66666603,73071.47567,11,14,8,11,40870.48832,0,0,0,0,0,13,20,14,15.66666698,58209.4851,0,0,0,0,0,302193.9119,1.5,175,41,34,37,37.33333206,118895.962,36,59,12,35.66666794,113588.1145,10,15,9,11.33333302,36093.41725,0,0,0,0,0,45,32,33,36.66666794,116772.8278,0,0,0,0,0,385350.3215,1.5,150,343772.1167,124469.2124,93329.79506,38481.95278,0,87491.15646,0,
44,6/13/2001,1/0/1900,0.899999976,2,wc_is,0.031399999,70,8,5,11,8,12738.8535,11,0,2,4.333333492,6900.212476,2,3,8,4.333333492,6900.212476,0,0,1,0.333333343,530.7856031,55,43,41,46.33333206,73779.18802,0,0,0,0,0,100849.2521,4,200,4,2,7,4.333333492,6210.191311,34,22,6,20.66666603,29617.83348,7,2,11,6.666666508,9554.1399,1,3,1,1.666666627,2388.534975,121,71,122,104.6666641,149999.9964,0,0,0,0,0,197770.696,5,225,149309.9741,9474.522407,18259.02298,8227.176188,1459.660289,111889.5922,0,
45,6/13/2001,1/0/1900,1.200000048,2,nc_is,0.031399999,78,271,273,320,288,366878.9809,23,11,2,12,15286.6242,11,8,17,12,15286.6242,0,0,0,0,0,2,2,0,1.333333373,1698.51393,0,0,0,0,0,399150.7432,5,200,311,304,211,275.3333435,269802.3944,23,3,24,16.66666603,16331.86284,12,16,11,13,12738.8535,0,0,0,0,0,0,4,4,2.666666746,2613.098232,0,0,0,0,0,301486.209,6.5,200,350318.4761,318340.6877,15809.24352,14012.73885,0,2155.806081,0,
46,6/13/2001,1/0/1900,4.599999905,2,ww_ow,0.031399999,70,17,17,11,15,7677.434031,51,46,24,40.33333206,20643.76706,50,41,32,41,20984.98635,33,41,32,35.33333206,18084.62127,2,1,0,1,511.8289354,0,0,0,0,0,67902.63765,14,225,9,12,8,9.666666985,4104.741819,37,78,31,48.66666794,20665.25178,47,41,46,44.66666794,18966.73798,40,37,29,35.33333206,15003.53803,0,0,1,0.333333343,141.5428209,0,0,0,0,0,58881.81243,15,200,63392.22504,5891.087925,20654.50942,19975.86216,16544.07965,326.6858782,0,
47,6/13/2001,1/0/1900,8.5,2,nc_ow,0.031399999,71,13,19,5,12.33333302,2209.394904,109,97,133,113,20242.83439,199,175,180,184.6666718,33081.21019,47,46,63,52,9315.286624,3,0,0,1,179.1401274,0,0,0,0,0,65027.86624,40,225,4,22,10,12,1910.828025,148,96,148,130.6666718,20806.79487,172,235,189,198.6666718,31634.82034,77,47,64,62.66666794,9978.76878,1,3,2,2,318.4713376,0,0,0,0,0,64649.68335,40,200,64838.7748,2060.111465,20524.81463,32358.01527,9647.027702,248.8057325,0,
